LOAN_ID,LOAN_AMNT,FUNDED_AMNT,TERM,INT_RATE,INSTALLMENT,GRADE,SUB_GRADE,EMP_TITLE,EMP_LENGTH_YEARS,HOME_OWNERSHIP,ANNUAL_INC,VERIFICATION_STATUS,ISSUE_DATE_PARSED,LOAN_STATUS,PYMNT_PLAN,PURPOSE,TITLE,ZIP_CODE,ADDR_STATE,DTI,DELINQ_2YRS,EARLIEST_CR_LINE,INQ_LAST_6MTHS,MTHS_SINCE_LAST_DELINQ,MTHS_SINCE_LAST_RECORD,OPEN_ACC,REVOL_BAL,REVOL_UTIL,TOTAL_ACC,TOTAL_PYMNT,MTHS_SINCE_LAST_MAJOR_DEROG,TOT_CUR_BAL,ISSUE_MONTH,ISSUE_YEAR
130830526,9000.0,9000.0,36 ,6.71%,276.71,A,A3,Photographer,10,RENT,56000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,334xx,FL,11.84,0.0,01-Jan-2004,0.0,,,5.0,8882.0,38.6,13.0,3308.78,,13321.0,3,2018
130756286,6000.0,6000.0,36 ,7.96%,187.91,A,A5,Sheriff deputy,10,MORTGAGE,67000.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,551xx,MN,22.14,0.0,01-Dec-2002,1.0,61.0,,19.0,5426.0,9.5,36.0,2252.27,,369314.0,3,2018
130376792,20000.0,20000.0,36 ,18.45%,727.58,D,D2,Bus Operator,7,MORTGAGE,68000.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,070xx,NJ,21.79,0.0,01-Mar-2013,0.0,,,17.0,30191.0,72.6,17.0,22953.486285130803,,40364.0,3,2018
130394032,10000.0,10000.0,36 ,7.96%,313.18,A,A5,,,OWN,35000.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,other,Other,190xx,PA,33.57,0.0,01-Jul-2005,0.0,,,6.0,7730.0,51.5,10.0,3753.74,,60490.0,3,2018
138284499,32700.0,32700.0,36 ,12.73%,1097.55,B,B5,Engineer,3,MORTGAGE,52000.0,Not Verified,2018-08-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,347xx,FL,54.26,0.0,01-Jul-1997,1.0,,,11.0,31588.0,57.3,16.0,7544.1,,303378.0,8,2018
138827348,12000.0,12000.0,36 ,13.56%,407.58,C,C1,Specialized Investment Representative,2,RENT,54000.0,Source Verified,2018-08-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,750xx,TX,21.36,0.0,01-Dec-1986,0.0,26.0,,10.0,20119.0,86.0,40.0,2844.02,,249366.0,8,2018
138735117,16000.0,16000.0,60 ,12.73%,361.85,B,B5,HR/Accounting Manager,2,MORTGAGE,65000.0,Source Verified,2018-08-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,195xx,PA,18.89,0.0,01-Jun-1999,2.0,45.0,,14.0,3571.0,15.3,37.0,2566.9,45.0,152482.0,8,2018
138523936,16700.0,16700.0,60 ,12.73%,377.68,B,B5,Customer Service,1,MORTGAGE,46000.0,Not Verified,2018-08-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,349xx,FL,33.5,0.0,01-Mar-2007,1.0,,,31.0,19358.0,30.7,47.0,17023.1621142829,,169064.0,8,2018
138437945,40000.0,40000.0,36 ,6.11%,1218.88,A,A1,,1,MORTGAGE,110000.0,Verified,2018-08-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,840xx,UT,9.11,0.0,01-Jan-2004,0.0,,,9.0,19924.0,18.3,19.0,8505.0,,315493.0,8,2018
138358399,27300.0,27300.0,60 ,13.56%,629.02,C,C1,assistant store manager,10,MORTGAGE,51600.0,Verified,2018-08-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,450xx,OH,20.88,0.0,01-May-2003,1.0,43.0,,21.0,0.0,0.0,35.0,4526.54,,60289.0,8,2018
130815133,8000.0,8000.0,36 ,,256.01,B,B1,Senior Project Manager,4,RENT,161000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,other,Other,940xx,CA,4.82,0.0,01-Jan-2000,0.0,,85.0,10.0,30570.0,83.3,15.0,3063.74,,60286.0,3,2018
130340357,10500.0,10500.0,36 ,6.07%,319.77,A,A2,Manager,10,MORTGAGE,48110.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,760xx,TX,20.65,0.0,01-Jan-2005,0.0,,,10.0,12859.0,23.9,15.0,3833.7,,153304.0,3,2018
130614258,25000.0,25000.0,60 ,9.92%,530.2,B,B2,Elecrician,6,OWN,80000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,home_improvement,Home improvement,490xx,MI,34.25,0.0,01-Mar-1988,0.0,,,21.0,12019.0,23.4,28.0,6348.62,,99471.0,3,2018
130539760,36000.0,36000.0,36 ,10.9%,1176.89,B,B4,General Manager,1,MORTGAGE,55000.0,Source Verified,2018-03-01T00:00:00.000Z,incident,false,debt_consolidation,Debt consolidation,185xx,PA,17.35,0.0,01-Jul-2013,1.0,,,12.0,9585.0,28.3,12.0,9155.06,,40767.0,3,2018
128354737,29900.0,29900.0,36 ,19.42%,1102.38,D,D3,Senior Staff Analysy,10,OWN,81257.8,Verified,2018-03-01T00:00:00.000Z,incident,false,other,Other,104xx,NY,32.98,0.0,01-Oct-2002,1.0,,,23.0,33227.0,40.7,87.0,7758.22,,582184.0,3,2018
130244236,8000.0,8000.0,36 ,,256.01,B,B1,Office Assistant III,10,MORTGAGE,300000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,266xx,WV,3.33,0.0,01-Dec-1999,0.0,79.0,,5.0,11163.0,93.8,19.0,3092.85,,43981.0,3,2018
130070959,15000.0,15000.0,60 ,17.47%,376.59,D,D1,network technician,10,MORTGAGE,66200.0,Verified,2018-03-01T00:00:00.000Z,incident,false,credit_card,Credit card refinancing,809xx,CO,39.74,0.0,01-Jul-2003,2.0,,115.0,15.0,11107.0,62.4,38.0,1491.8,,324117.0,3,2018
128693230,40000.0,40000.0,36 ,9.93%,1289.38,B,B2,Sales,1,MORTGAGE,75000.0,Verified,2018-03-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,631xx,MO,33.97,1.0,01-Apr-1989,0.0,21.0,,9.0,10883.0,51.8,29.0,15483.59,25.0,59745.0,3,2018
129866924,30000.0,30000.0,60 ,25.81%,894.85,E,E4,General manager,4,OWN,65000.0,Verified,2018-03-01T00:00:00.000Z,ok,false,other,Other,113xx,NY,15.55,1.0,01-Mar-1989,0.0,23.0,,10.0,11058.0,59.5,27.0,10695.18,42.0,28275.0,3,2018
129636070,27200.0,27200.0,36 ,6.71%,836.26,A,A3,Senior Manager,10,RENT,96000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,275xx,NC,27.15,0.0,01-May-1984,0.0,69.0,,15.0,5687.0,10.9,29.0,28332.4662374275,,48189.0,3,2018
129511675,15000.0,15000.0,36 ,9.92%,483.45,B,B2,FACCILITIES,3,MORTGAGE,49500.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,other,Other,117xx,NY,26.72,0.0,01-Apr-2006,0.0,27.0,,10.0,6163.0,13.5,18.0,5793.13,,94629.0,3,2018
129347234,9000.0,9000.0,36 ,11.98%,298.85,B,B5,Manager,6,MORTGAGE,60000.0,Verified,2018-03-01T00:00:00.000Z,ok,false,small_business,Business,840xx,UT,11.46,0.0,01-Jan-2007,0.0,,,8.0,5754.0,88.5,15.0,3580.21,,239538.0,3,2018
129294893,18950.0,18950.0,36 ,11.98%,629.24,B,B5,Admin Asst,9,MORTGAGE,54500.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,816xx,CO,34.49,0.0,01-Aug-1995,0.0,40.0,,9.0,11543.0,52.7,28.0,7525.66,41.0,338077.0,3,2018
129363357,8000.0,8000.0,36 ,6.07%,243.63,A,A2,Patient Care Coordinator,2,RENT,36000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,070xx,NJ,15.63,0.0,01-Dec-2013,0.0,,,10.0,8002.0,22.0,10.0,3164.49,,22765.0,2,2018
129127775,6000.0,6000.0,36 ,45.04%,208.11,C,C4,office,7,OWN,26000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,731xx,OK,31.35,0.0,01-Oct-1998,1.0,,,9.0,4795.0,39.3,34.0,2700.42,,18620.0,2,2018
130088029,30000.0,30000.0,36 ,6.71%,922.35,A,A3,Accountant,10,OWN,85000.0,Verified,2018-03-01T00:00:00.000Z,ok,false,major_purchase,Major purchase,606xx,IL,5.32,0.0,01-Mar-1994,0.0,58.0,,25.0,14103.0,9.6,53.0,30072.695000000498,,496955.0,3,2018
130080513,10000.0,10000.0,60 ,17.47%,251.06,D,D1,Delivery Project Lead,10,RENT,85000.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,medical,Medical expenses,913xx,CA,11.27,0.0,01-Feb-2011,2.0,48.0,,15.0,6710.0,15.3,28.0,2993.31,,27089.0,3,2018
129955051,20000.0,20000.0,36 ,6.71%,614.9,A,A3,,,OWN,55000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,342xx,FL,36.64,0.0,01-Oct-1992,1.0,,,29.0,9046.0,4.1,56.0,7948.99,,51067.0,3,2018
129964769,30000.0,30000.0,36 ,6.07%,913.61,A,A2,Manager,10,MORTGAGE,140000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,913xx,CA,9.96,0.0,01-Nov-2003,1.0,67.0,,11.0,14641.0,23.4,26.0,10953.2,67.0,660337.0,3,2018
129867317,3600.0,3600.0,36 ,9.92%,116.03,B,B2,Sales Rep,6,MORTGAGE,40000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,773xx,TX,26.8,0.0,01-Feb-2005,0.0,39.0,,8.0,15099.0,37.2,17.0,1388.39,40.0,108696.0,3,2018
129164511,16000.0,16000.0,60 ,17.47%,401.7,D,D1,Supervisor,9,MORTGAGE,92000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,home_improvement,Home improvement,891xx,NV,23.48,1.0,01-Jan-2002,2.0,12.0,,21.0,15028.0,35.8,30.0,4789.34,,225559.0,3,2018
129677729,32000.0,32000.0,60 ,10.9%,694.17,B,B4,Nurse,8,OWN,76813.0,Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,981xx,WA,32.15,0.0,01-Jul-1998,0.0,,,12.0,16218.0,17.1,24.0,8310.66,,156132.0,3,2018
129549965,7000.0,7000.0,36 ,14.07%,239.49,C,C3,,,RENT,23472.0,Verified,2018-03-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,891xx,NV,18.05,0.0,01-May-1982,0.0,,,4.0,9377.0,98.9,7.0,2868.41,,9377.0,3,2018
129522186,6000.0,6000.0,36 ,19.42%,221.22,D,D3,custodian,10,RENT,36000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,606xx,IL,26.23,0.0,01-Jul-2005,0.0,,,4.0,4260.0,92.6,16.0,7017.133730211801,,19219.0,3,2018
129168200,21000.0,21000.0,36 ,45.04%,728.39,C,C4,Certified nurse assistant,9,MORTGAGE,95000.0,Source Verified,2018-02-01T00:00:00.000Z,incident,false,debt_consolidation,Debt consolidation,900xx,CA,17.08,0.0,01-Nov-2002,2.0,,,22.0,15172.0,23.7,44.0,1564.23,,447054.0,2,2018
129119488,18000.0,18000.0,60 ,10.9%,390.47,B,B4,Service tech,3,MORTGAGE,65000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,other,Other,240xx,VA,29.23,0.0,01-Mar-2004,0.0,,,16.0,10457.0,16.4,34.0,5065.21,,159201.0,2,2018
128778115,12200.0,12200.0,36 ,20.39%,455.83,D,D4,Press operator,10,RENT,65000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,917xx,CA,17.24,0.0,01-Apr-2008,2.0,,,8.0,17504.0,46.8,10.0,5898.15,,25396.0,2,2018
129112763,14025.0,14025.0,36 ,10.9%,458.5,B,B4,,,OWN,24000.0,Not Verified,2018-02-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,033xx,NH,33.6,0.0,01-Dec-1983,0.0,,,9.0,22909.0,32.2,14.0,5943.51,,27645.0,2,2018
129020152,15000.0,15000.0,60 ,44.05%,357.25,C,C4,accountant,1,MORTGAGE,60000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,604xx,IL,27.22,0.0,01-Jun-1983,0.0,,,15.0,22239.0,32.9,27.0,4631.71,,181380.0,2,2018
128931279,10000.0,10000.0,36 ,10.42%,324.65,B,B3,Administrative Assistant,7,RENT,45521.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,917xx,CA,1.21,1.0,01-Oct-2002,1.0,12.0,,8.0,1079.0,4.6,12.0,4214.66,64.0,1079.0,2,2018
128487393,12000.0,12000.0,60 ,44.05%,285.8,C,C4,Phlebotomist,1,RENT,23712.0,Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,657xx,MO,14.05,0.0,01-Jan-2012,0.0,,,13.0,9026.0,79.2,15.0,3775.61,,50785.0,2,2018
128525665,20000.0,20000.0,36 ,14.08%,684.33,C,C3,Zone Manager,10,RENT,36000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,334xx,FL,56.07,0.0,01-Jan-2006,0.0,,57.0,12.0,16357.0,48.7,17.0,6743.86,,78766.0,2,2018
128402820,20000.0,20000.0,60 ,12.62%,451.19,C,C1,General Manager/Partner,3,RENT,75000.0,Not Verified,2018-02-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,945xx,CA,17.06,1.0,01-Aug-1995,0.0,13.0,,10.0,18010.0,70.4,16.0,5851.45,,66067.0,2,2018
128211879,15000.0,15000.0,36 ,6.08%,456.88,A,A2,Maintenance,10,MORTGAGE,97000.0,Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,648xx,MO,21.59,0.0,01-Oct-2005,1.0,68.0,,12.0,2515.0,11.5,37.0,5931.85,,252436.0,2,2018
127980976,18000.0,18000.0,60 ,44.05%,428.7,C,C4,Manager,6,RENT,100000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,222xx,VA,27.96,0.0,01-Aug-2002,0.0,52.0,,10.0,12418.0,64.0,35.0,5653.47,52.0,237683.0,2,2018
126731946,15000.0,15000.0,60 ,9.44%,314.59,B,B1,RPU/SMT,9,RENT,92000.0,Not Verified,2018-02-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,110xx,NY,6.34,0.0,01-Dec-2003,1.0,,107.0,20.0,7980.0,9.9,28.0,15537.6421661588,,28539.0,2,2018
129299924,30000.0,30000.0,36 ,19.42%,1106.07,D,D3,Coordinating manager,7,RENT,86000.0,Source Verified,2018-02-01T00:00:00.000Z,incident,false,debt_consolidation,Debt consolidation,104xx,NY,13.83,0.0,01-Jul-2010,1.0,27.0,,25.0,5842.0,81.1,36.0,6280.82,,67258.0,2,2018
129171458,14000.0,14000.0,36 ,9.92%,451.22,B,B2,General Manager,4,MORTGAGE,60000.0,Verified,2018-02-01T00:00:00.000Z,ok,false,major_purchase,Major purchase,306xx,GA,12.52,0.0,01-May-2006,0.0,47.0,,4.0,228.0,45.6,12.0,5850.43,47.0,204218.0,2,2018
128744195,16000.0,16000.0,60 ,7.97%,324.2,A,A5,Manager/Technician,5,MORTGAGE,72000.0,Verified,2018-02-01T00:00:00.000Z,incident,false,credit_card,Credit card refinancing,471xx,IN,36.18,0.0,01-Jun-2002,1.0,,,11.0,51700.0,31.8,24.0,1941.52,,166272.0,2,2018
128829734,32000.0,32000.0,60 ,10.42%,686.54,B,B3,Surgery scheduler,5,MORTGAGE,30000.0,Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,370xx,TN,69.36,0.0,01-Jun-2005,0.0,,,10.0,24528.0,56.8,22.0,8786.1,,304240.0,2,2018
128914150,12000.0,12000.0,36 ,9.44%,384.06,B,B1,,,RENT,41000.0,Not Verified,2018-02-01T00:00:00.000Z,ok,false,other,Other,322xx,FL,36.04,0.0,01-Jan-1996,0.0,,56.0,11.0,11759.0,33.9,30.0,4939.29,,54131.0,2,2018
128692329,15000.0,15000.0,36 ,,461.24,A,A3,Engineer,9,MORTGAGE,75000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,927xx,CA,26.34,0.0,01-Aug-2001,0.0,36.0,,18.0,38150.0,55.9,21.0,5990.52,,262559.0,2,2018
127556673,18000.0,18000.0,36 ,9.93%,580.22,B,B2,installer,10,RENT,33600.0,Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,295xx,SC,17.43,1.0,01-Jan-2005,0.0,23.0,,6.0,1419.0,14.5,9.0,7532.93,,15967.0,2,2018
128019854,20000.0,20000.0,60 ,24.85%,585.27,E,E3,lab technician,10,RENT,65000.0,Source Verified,2018-02-01T00:00:00.000Z,incident,false,credit_card,Credit card refinancing,928xx,CA,21.92,0.0,01-May-2004,1.0,,,12.0,8322.0,57.4,15.0,4535.83,,35374.0,2,2018
128291927,32000.0,32000.0,36 ,9.44%,1024.16,B,B1,HR,10,MORTGAGE,85250.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,495xx,MI,20.48,0.0,01-Nov-2010,3.0,,90.0,17.0,19.0,0.0,36.0,13332.06,,315479.0,2,2018
127969803,6000.0,6000.0,36 ,14.08%,205.3,C,C3,peaking,2,RENT,33600.0,Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,554xx,MN,15.31,0.0,01-Mar-2012,0.0,46.0,,7.0,3677.0,68.1,9.0,2664.21,46.0,8049.0,2,2018
127969639,20000.0,20000.0,36 ,12.62%,670.23,C,C1,Executive Chef,1,MORTGAGE,97000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,231xx,VA,16.59,0.0,01-Apr-2005,0.0,35.0,,11.0,9836.0,62.6,27.0,8698.97,51.0,287365.0,2,2018
127473924,15000.0,15000.0,36 ,7.97%,469.84,A,A5,Teacher,1,OWN,78000.0,Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,937xx,CA,15.62,0.0,01-Apr-2006,0.0,,,6.0,8642.0,58.0,33.0,6107.6,,310334.0,2,2018
127581890,35000.0,35000.0,36 ,7.97%,1096.29,A,A5,Admin asst,1,RENT,75000.0,Not Verified,2018-01-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,334xx,FL,13.97,0.0,01-Sep-2000,2.0,,,14.0,31698.0,29.6,31.0,15216.34,,77130.0,1,2018
127766562,9000.0,9000.0,36 ,18.06%,325.65,D,D2,Respite worker,2,RENT,38000.0,Not Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,956xx,CA,10.99,1.0,01-Nov-1999,0.0,18.0,,9.0,8146.0,45.0,26.0,10195.3290868654,54.0,8146.0,2,2018
130064150,6000.0,6000.0,36 ,12.61%,201.04,C,C1,Transport Driver,10,MORTGAGE,69000.0,Verified,2018-03-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,479xx,IN,16.31,0.0,01-Jun-2001,0.0,,,13.0,23060.0,72.5,18.0,2408.28,,87408.0,3,2018
130075568,24500.0,24500.0,60 ,20.39%,654.43,D,D4,Warehouse Coordinator,10,MORTGAGE,65000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,610xx,IL,27.6,0.0,01-Mar-2003,0.0,,84.0,14.0,19172.0,95.9,25.0,7797.65,,42011.0,3,2018
129939329,15000.0,15000.0,60 ,11.98%,333.52,B,B5,mechanic,1,MORTGAGE,50000.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,276xx,NC,18.43,0.0,01-Apr-2006,1.0,,,12.0,13392.0,25.9,21.0,3992.26,,173589.0,3,2018
129371212,30000.0,30000.0,36 ,7.34%,930.99,A,A4,Engineer,1,RENT,85000.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,major_purchase,Major purchase,767xx,TX,3.52,0.0,01-Aug-2011,0.0,,,8.0,7766.0,19.0,8.0,11159.65,,14922.0,3,2018
129836073,15000.0,15000.0,60 ,10.9%,325.39,B,B4,Director-Owner,7,MORTGAGE,93000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,medical,Medical expenses,551xx,MN,24.75,0.0,01-Feb-1994,0.0,,,22.0,39385.0,20.8,46.0,16344.016459741,,555922.0,3,2018
129591471,30000.0,30000.0,60 ,46.01%,729.71,C,C5,Instrumentation Technician,10,MORTGAGE,100000.0,Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,907xx,CA,18.9,0.0,01-Jan-2008,3.0,42.0,,7.0,7901.0,64.8,29.0,8729.84,,662698.0,3,2018
129600007,9000.0,9000.0,36 ,14.07%,307.91,C,C3,Licensed Profession Counselor,4,RENT,55213.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,152xx,PA,24.69,0.0,01-Jun-1999,0.0,,,13.0,20229.0,48.5,22.0,3689.87,,134270.0,3,2018
129523932,12800.0,12800.0,36 ,6.07%,389.81,A,A2,Transportation Specialist,3,MORTGAGE,59000.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,730xx,OK,18.58,0.0,01-Mar-2001,0.0,,,8.0,31629.0,82.6,23.0,4673.4,,337556.0,3,2018
129407639,12000.0,12000.0,36 ,6.07%,365.45,A,A2,care giver,1,MORTGAGE,80000.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,972xx,OR,13.56,0.0,01-Jun-1993,0.0,24.0,,19.0,18573.0,29.6,37.0,4377.31,,662271.0,3,2018
129372404,25000.0,25000.0,60 ,19.42%,654.31,D,D3,Emergency Labor,10,MORTGAGE,93574.0,Not Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,980xx,WA,24.0,0.0,01-Feb-2004,0.0,65.0,,13.0,30720.0,94.5,17.0,8479.06,76.0,275325.0,2,2018
129940950,20000.0,20000.0,60 ,7.34%,399.25,A,A4,MSW Social Worker,3,RENT,58000.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,933xx,CA,6.31,0.0,01-Sep-1996,0.0,,,10.0,4281.0,7.2,11.0,4782.84,,7326.0,3,2018
130285255,5475.0,5475.0,36 ,20.39%,204.57,D,D4,Electrical,1,RENT,20000.0,Source Verified,2018-03-01T00:00:00.000Z,incident,false,other,Other,480xx,MI,11.28,0.0,01-Jan-2012,0.0,,,3.0,5679.0,97.9,3.0,1859.74,,5679.0,3,2018
129968734,26500.0,26500.0,36 ,7.34%,822.37,A,A4,Driver,10,MORTGAGE,67000.0,Not Verified,2018-03-01T00:00:00.000Z,incident,false,debt_consolidation,Debt consolidation,401xx,KY,8.2,0.0,01-Jun-2002,0.0,,88.0,8.0,16153.0,45.0,13.0,6628.39,,16153.0,3,2018
129998473,18000.0,18000.0,60 ,14.07%,419.49,C,C3,CNC operator,10,RENT,52000.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,210xx,MD,23.91,0.0,01-Dec-2005,1.0,60.0,,16.0,14480.0,34.6,27.0,5047.95,61.0,40362.0,3,2018
129871442,1000.0,1000.0,36 ,46.01%,35.17,C,C5,,,RENT,36000.0,Verified,2018-03-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,787xx,TX,19.59,0.0,01-Jul-2011,0.0,53.0,,5.0,1287.0,71.5,7.0,886.15,53.0,8106.0,3,2018
129696392,20000.0,20000.0,60 ,21.85%,550.68,D,D5,Dental assistant,5,RENT,43000.0,Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,606xx,IL,31.12,0.0,01-Jan-2000,0.0,50.0,,19.0,18448.0,39.4,35.0,6559.6,,42392.0,3,2018
129699116,15000.0,15000.0,36 ,11.98%,498.08,B,B5,Brand Manager,6,RENT,65000.0,Source Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,534xx,WI,12.59,0.0,01-Dec-2003,0.0,,53.0,8.0,8699.0,40.5,16.0,5966.98,,18529.0,3,2018
129403618,16000.0,16000.0,36 ,11.98%,531.28,B,B5,Billing Clerk,10,MORTGAGE,44000.0,Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,594xx,MT,14.29,0.0,01-Mar-2003,0.0,,,7.0,7076.0,50.9,27.0,16820.9582318875,,73697.0,3,2018
129552036,6500.0,6500.0,36 ,6.07%,197.95,A,A2,Computer Network Technician,2,MORTGAGE,43500.0,Not Verified,2018-03-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,836xx,ID,12.55,1.0,01-Nov-2010,0.0,18.0,,10.0,6024.0,17.1,36.0,6579.8224406098,,24529.0,3,2018
129370898,12000.0,12000.0,60 ,28.72%,378.86,F,F1,medication aide,10,MORTGAGE,31184.0,Verified,2018-03-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,278xx,NC,28.25,0.0,01-Apr-2010,0.0,,110.0,6.0,3132.0,68.1,12.0,4555.9,,28335.0,3,2018
128976830,35000.0,35000.0,60 ,11.99%,778.38,B,B5,attorney,4,OWN,120000.0,Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,080xx,NJ,4.06,1.0,01-Aug-2004,0.0,20.0,,8.0,27131.0,25.0,17.0,35579.7101385488,,27131.0,2,2018
129261267,16000.0,16000.0,36 ,6.07%,487.26,A,A2,Product Manager,10,MORTGAGE,120000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,credit_card,Credit card refinancing,145xx,NY,24.77,0.0,01-Mar-2005,0.0,,,13.0,36249.0,59.1,31.0,6328.98,,282562.0,2,2018
129016296,25000.0,25000.0,36 ,24.85%,992.02,E,E3,Coordinator IV,1,MORTGAGE,98000.0,Verified,2018-02-01T00:00:00.000Z,incident,false,debt_consolidation,Debt consolidation,952xx,CA,29.49,0.0,01-Dec-2007,1.0,,,26.0,44312.0,73.5,29.0,8056.96,,152220.0,2,2018
129089567,15000.0,15000.0,36 ,45.02%,527.51,C,C5,Manager,6,MORTGAGE,84000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,305xx,GA,18.07,0.0,01-Aug-2008,0.0,58.0,,10.0,25014.0,77.0,22.0,7134.33,58.0,209389.0,2,2018
129041104,15000.0,15000.0,36 ,10.91%,490.45,B,B4,Operator,2,RENT,80000.0,Source Verified,2018-02-01T00:00:00.000Z,ok,false,debt_consolidation,Debt consolidation,700xx,LA,5.36,0.0,01-Dec-2004,0.0,,,8.0,13489.0,75.8,9.0,6366.76,,15867.0,2,2018
128802024,35000.0,35000.0,60 ,19.03%,908.5,D,D3,Foreman,10,MORTGAGE,130000.0,Verified,2018-02-01T00:00:00.000Z,incident,false,credit_card,Credit card refinancing,188xx,PA,20.74,2.0,01-Jan-1997,2.0,9.0,39.0,22.0,37245.0,75.0,33.0,9191.53,,47198.0,2,2018
